,Sentence,Sentiment
2980,barclay appoint jpmorgan paul compton new coo,0
2981,aapl bounce support seem,1
2983,estonian parliament set vote amendment excise duty law wednesday would add kroon price liter diesel kroon price liter gasoline start,0
2984,elcoteq prove track record electronic manufacturing service ems global factory network couple modern manufacturing equipment consistent system process,1
2985,mtd mettler toledo ready breakout,1
2986,hsbc shake board two new business chief three departure,0
2987,inventor ridge justin bao yiliang karczewicz marta,0
2988,one also apply job directly ipad select cv attach cover letter appropriate position,0
2989,way industry start point consumer need,0
2991,generate net sale eur million usd,0
2992,publish globe online israel business news www globe online com november copyright globes publisher itonut ltd,0
2993,eur contract include design construction work,0
2994,aapl beat estimate still go lack new product,-1
2995,delhaize le lion select aldata g l vocal pda solution motorola wt pda terminal,0
2997,accord company operating profit exclude non recur item fourth quarter significantly well expect also well figure fourth quarter,1
2998,new unit build cargotec state art manufacture facility san antonio texas usa start operation,0
3000,september finnish waste management recycle company lassila tikanoja expand operation russia introduce recently complete recycling plant city dubna near moscow,1
3001,biohit already service many current genesis customer customer base expect expand result agreement,1
3002,update cib legal general sell egyptian life joint venture axa,1
3004,domestically neighboring market organically acquisition,0
3005,news feedftse mover ashtead jump strong interim glencore bp,1
3006,elite residence tower new development tameer locate heart dubai marina,0
3007,tsla tesla model sale exceed target profitability guidance amend upward,1
3008,tesco sell half stake ecommerce site lazada alibaba,0
3010,baltic pearl cjsc subsidiary shanghai foreign joint investment company develop project st petersburg comprise million square meter residential space two hospital several school nursery,0
3012,approval shareholder cencorp accordance finnish law,0
3013,company say supply wcdma g hspa radio network include modular high capacity nokia flexi wcdma base station east java bali sumatra batam,1
3014,rsh look first profitable quarter year long strong,1
3015,mflx pre mkt look like gap fill lookin short opt,-1
3016,finnish forest machinery manufacturer ponsse agree volvo start cooperation latin america,1
3017,february finnish broadband data communication system provider teleste oyj hel tlt v see net profit jump eur last quarter eur period,1
3018,route helsinki finland tallinn estonia cargo volume increase cargo volume finland sweden fall,0
3019,irish say chase standard chartered rbs brexit vote near,1
3020,helsinki october ssh communications security corp board director information please contact tomi laamanen chairman tel distribution nasdaq omx helsinki ltd,0
3021,yoku high volume blast friday go high,1
3022,kemira headquartered helsinki finland international chemical group comprise business area kemira pulp paper kemira water kemira specialty kemira coating,0
3023,chic cheerful finnish design house marimekko send geometric textile world past year,0
3024,recovery demand start toward end continue january march,1
3026,guangdong october sinocast nokia telecommunications dongguan branch enter letter intent open nokia class qingyuan polytechnic qingyuan city guangdong province,0
3027,company give palm oil altogether however,0
3028,group net sale stand eur million employee end june,0
3029,marimekko operate industry change business climate reflect consumer demand,0
3030,u debt lure schroder ecb depress rate,0
3031,outotec currently deliver new oil shale processing plant eesti energia estonia base enefit technology develop jointly eesti energia outotec,0
3032,eps outlook increase pct pct,1
3033,company employee annual turnover eur vaahto group list nordic exchange helsinki,0
3034,dpz break bull flag channel make new high volume poor,1
3035,amzn reject penny weak open go r g within first min could point,-1
3036,bbby stock option trade would double money via,1
3038,model delivery germany record delivery march chart tsla,1
3039,operate profit asian plant grow markedly,1
3042,oulu plant employ approximately people,0
3043,eet alma media annual report schedule publish calendar week,0
3044,scopi chief business excellence officer eng,0
3045,share capital basware corporation,0
3046,new morrison duo get former boss support diffuse investor tension,1
3047,order also include start commission service,0
3048,upm delivery increase third quarter percent efficiency operation improve chief executive jussi pesonen say,1
3049,outokumpu chief executive juha rantanen express confidence china market,1
3050,mr k r vasantha appoint manage director incap contract manufacturing service pvt ltd,0
3051,company charge natural gas storage activity france great britain germany,0
3052,solution extension exist online mediation solution deliver early comptel ibm,0
3053,u federal government put stake ground vendor customer focus meet deadline,0
3054,finnish construction company yit corporation plan build high quality holiday home near tahko ski spa resort finland,1
3056,third order award outokumpu technology shalkiya zinc kazakhstan shalkiya zinc lead project kazakhstan,1
3057,june sell percent stake nordstjernan investment group take option acquire eqt remain share,0
3058,tiimari latvian representative ineta zaharova say company earn lvl profit time,1
3060,smh get sell signal need take go higher otherwise head lower gap,-1
3061,negotiation concern salary senior salaried employee schedule complete six week,0
3064,deutsche bank downgrade starbuck new loyalty program sbux,-1
3066,company say offshore segment represent total marine engine order july september period merchant special vessel cruise ferry ship design respectively,0
3069,filter use pre process packet determine need far process processor network device,0
3070,altona state private company altona chairman kevin maloney tulla resource would take entitlement full,0
3071,however net sale see grow eur eur,1
3072,dutch broker note nokian tyre report good first quarter line consensus,1
3073,okhta center area expect square metre office premise,0
3074,operate profit improve eur mn eur mn,1
3076,transaction expect complete next spring,0
3078,operate profit net sale month period increase respectively eur eur compare,1
3079,company serve customer various industry include process resource industrial machinery architecture building construction electrical transportation electronic chemical petrochemical energy information technology well catering household,0
3080,customer wide range industry use stainless steel service worldwide,0
3081,total number voting right,0
3082,mr bakman see also expansion option tallinn helisnki link claim however operate link single ship enough,0
3083,zagg get ready target plus close well avg daily volume,1
3086,recently company decide build second identical plant site due commission toward end,0
3087,follow sell signal ndx internal technical sell qqq,-1
3089,india trade russia currently stand four billion dollar grow per cent fiscal,1
3090,eu law issue may introduce around,0
3091,bioc rsi extremely long favor look bioc historically,1
3092,consolidated operating profit exclude one item eur mn eur mn year early,1
3093,broad range connectivity option include g hspa wi fi give consumer high speed access internet,0
3095,product portfolio comprise harvester forwarder harvester head well crane loader,0
3096,yhoo break min,1
3097,digia also set two subsidiary digia norway digia usa inc,0
3098,contract also include cut edge wagon part ruukki steel service centre seinajoki raahe deliver vr welding assembly,0
3099,ab inbev attack sabmiller bid rebuffal,-1
3100,efficiency improvement measure january finnish stationery gift retailer tiimari hel tii v say today continue improve operational efficiency focus profitable core operation,1
3101,operate three distinct brand united supermarkets market street united supermercado,0
3103,business gross write premium eur net combine ratio staff total office uk germany benelux,0
3104,alexandria va may matti harkonen pentti sipponen espoo finland osmo suovaniemi helsinki finland tapani tiusanen vantaa finland develop paper web press device,0
3105,customer wave card front reader make payment similar touch go card use transport system,0
3106,bbry nice bounce,1
3107,however march government st petersburg pass front part building area square metre land plot hotel worth usd mn company delta,0
3108,pharmaceutical market belgium global research datum service publish recently market analysis pharmaceutical market belgium,0
3109,marimekko group full year net sale estimate increase,1
3110,last position nokia siemens network head business human resource nsn global,0
3111,wellness service important future,0
3112,teleste expect start delivery end,0
3113,total eur provide secure senior three year debt syndicate involve pohjola bank hel poh finnish arm nordea bank ab sto nda sampo bank hel samas,0
3114,report june circuit continue alternately report track vacant occupy almost constantly june part track signal device replace time crash accord metro source,0
3115,jnk want go risk appetite still high,1
3116,product coverage bake good biscuit breakfast cereal data coverage market size historic forecast company share brand share distribution datum,0
3117,closing transaction take place today,0
3118,astrazeneca diabete drug combination face delay fda rebuff,-1
3119,major part delivery include different ac cxe amplifier solution product belgian dinh telecom broadband solution company acquire teleste spring,0
3120,follow registration share capital biotie eur,0
3121,meanwhile alfa megafon altimo turkcell via stake cukurova hold,0
3123,borrower happy roadshow pay hit ratio high,1
3124,contract also include cut edge wagon part ruukki steel service centre seinajoki raahe southwestern finland deliver vr welding assembly,0
3125,shopping center open st petersburg russia november turn cash flow finnish department store chain stockmann russian operation positive first time,1
3126,finnish investment company neomarkka main owner kuitu finland successor,0
3128,xlb weak sector year possible false breakout,-1
3129,update pearson expect grow year solid end,1
3131,company say currently french distribution unit ragot locate loudeac normandy distribution unit waterqueen line supplier tortue saint marcel mid france hook manufacture unit vmc hook distribution unit vmc europe morvillar,0
3132,neste oil corporation refining marketing company concentrate clean high quality traffic fuel,0
3133,nflx easy pop end feb steady go second earning report year end matter,1
3134,company expect sale revenue rmb billion,0
3135,aria reason short show long steady small climb good way accrue value imo,1
3136,overall pleased startup curve pleased quality paper stora spokeswoman patricia dietz say tuesday,1
3139,combined value order almost eur mn,0
3140,stora enso say delight suitable wide range application include food cosmetic home decoration leisure product,0
3142,pharmaceutical market netherlands global research datum service publish recently market analysis pharmaceutical market netherlands,0
3143,pcln try break daily trend line big move could happen,1
3144,fortum look invest several new production unit include new waste fire unit brista combine heat power chp plant biofuel base production unit vartan chp plant,0
3145,break tesla recall model x car detail show tsla,-1
3146,bg group still happy shell billion offer,1
3147,spy eod run,1
3148,pharmaceutical netherland brand new market analysis give clear overview actual situation future outlook pharmaceutical market netherlands,0
3149,production capacity rise gradually tonne tonne,1
3150,aviation system maintenance base kansas generate net sale usd million,0
3151,fix acquisition price amount nok approximately eur million additional price nok eur million maximum,0
3152,tullow oil suspend dividend amid oil price fall,-1
3153,store locate poznan shopping center name pestka company add,0
3154,total emission reduction thus,0
3156,rosendal outotec com eila paatela vice president corporate communication tel e mail eila,0
3157,agreement larox transfer employee within engineering documentation relate delivery project product maintenance finland etteplan january,0
3158,december finnish german telecom equipment maker nokia siemens network say today win contract upgrade radio network home base telecommunications company elisa oyj hel eli v,1
3159,aapl still track,1
3160,year dividend deduct subscription price,0
3161,addition contract include modification effluent treatment plant follum,0
3162,omx helsinki index pct helsinki cap portfolio index pct high,1
3164,tiimari register share capital share per today,0
3166,finnish aldata solution sign contract supply g l system two french retail chain,1
3167,yhoo fishy action new party interested dailymail bounce retreat short mean action question big move thought,0
3168,group operate fleet dwt container capacity teus manage diversified fleet railway rolling stock unit,0
3169,ctrp break,1
3170,repurchase bond execute open market accordance section f term condition convertible bond,0
3171,siga bid reargument deny judge,-1
3172,unilever profit rise despite sale slump china,1
3173,site cover six hectare,0
3174,aapl pivot area intraday chart break could send day sma,1
3175,finnline announce week measure take tackle situation,0
3176,steal tweet really surprised take pin around could possibly even see today aapl,1
3177,rl nordic part raiffeisen banking group austria subsidiary raiffeisen leasing gmbh austria,0
3178,companieshoward davy appointment rbs director delay,0
3179,loss taxis amount eur mn compare loss mn,1
3180,spy vxx aapl party load uvxy volatility back,-1
3181,research show access information technology one limit factor small business especially work heterogenous network base environment,0
3182,sale food potato business part raisio plan streamline clarify business operation,0
3184,amgn announce positive top line result ph study evaluate romosozumab man via,1
3185,finland base international machinery rental company ramirent plc omx helsinki rmr v report friday august operate profit eur net sale eur period january june,0
3188,bbry let see today,1
3189,vxx add position,1
3190,cargotec sale total eur billion employ approximately people,0
3191,auto trader share price surge company float lse,1
3192,excited work maxis first commercial deployment master maya say joe doere head asia south region nokia siemens network,1
3195,apple spokeswoman say company decline comment,0
3198,dmasia august benefon extend manufacturing capability asmobile digitalmediaasia com dma ltd,1
3200,oil slide four year low keep oil production unchanged uso wti brent,-1
3201,update barclay chairman mcfarlane axes ceo speed strategic change,-1
3202,sampo group become major shareholder nordea trygvesta main competitor p c insurance,0
3203,sale healthcare trade business support oriola kd strategy focus pharmaceutical wholesale retail business,1
3204,value firm forestry holding increase sek bn,1
3205,finland base international machinery rental company ramirent plc omx helsinki rmr v say friday may president ceo kari kallio inform board intention retire year,0
3206,accord business medium report usmanov plan transfer megafon stake state control svyazinvest exchange stake merged rostelecom,0
3207,solution fully arabized message want become partner choice business near east region,0
3208,I pleased bjorn wahlroo accept nomination,1
3209,product advisory apply nokia brand battery company say,0
3210,astrazeneca win fda approval key new lung cancer pill,1
3211,I say categorically wahlroo quote say paper ask sampo interest make bid rsa,0
3212,end end delivery combine competency service tietoenator telecom medium processing network digital innovation business area,0
3213,long position ip scale,1
3214,qcor little pullback fine erase today gain I believe manipulation capable,-1
3215,I still small gild pos tender cash due volatility reluctant keep many big position,1
3216,group turnover eur million operating profit eur million,0
3217,addition verification identity digital signature new state approve mobile enable cast vote election well,0
3218,loss third quarter eur mn small loss second quarter,1
3219,customer include hotel restaurant well wholesaler retailer,0
3220,construction large woodworke facility sheksna district vologda region northwest russia begin plant start production,0
3224,london afx uk european broker recommendation issue today collate afx news range market source,0
3225,agreement include entire process manage mercator supply chain region company currently present,0
3226,company indicate level investment unit say purchase equipment nokia corporation mobile phone r laboratory jyvaeskylae,0
3227,pharmaceuticals czech republic brand new market analysis give clear overview actual situation future outlook pharmaceutical market czech republic,0
3228,save long,1
3229,sale finland rise international growth,1
3230,mylan appoints ranjan ray chaudhuri global commercial lead mylan,0
3231,superior customer centricity expertise digital service set apart competitor,1
3232,broker repeat buy rating base expectation current restructuring lead clear improvement performance europe,1
3233,unit cost flight operation fall percent,1
3234,part plan board director decide transfer maximum share hold company share issue payment direct aspo management oy hold company acquire management,0
3235,contract next year,0
3236,agreement continue good cooperationand time release capital tie ourmachinery operation,1
3238,helsinki afx outokumpu technology say sign mln eur agreement mongolia erdenet mining corporation engineering first hydrocopper plant build erdenet mine site,1
3239,ab inbev look win sabmiller investor,1
3240,company net sale total meur operate margin per cent,0
3243,astrazeneca pay inovio million cancer drug,1
3244,full midnighttrader extend hour trading analysis news service available real time comtex,0
3245,point separate company name palmberg tekmanni lemcon forssan betoni suonenjoen betonituote among disappear,0
3246,almost two third orion net sale come drug,0
3247,incap contract manufacturing service pvt ltd subsidiary incap corporation finland acquire manufacturing unit tvs electronic ltd tumkur near bangalore rs crore,0
3248,square metre technology center locate near university tampere central tampere,0
3249,earning per share eps amount loss eur,0
3250,duration lay per employee vary one six week,0
3251,ruukki delivery volume sell price show favourable development company comparable net sale grow year year eur ceo sakari tamminen say,1
3253,helsinki thomson financial kone say win four order saudi arabia united arab emirate qatar worth mln eur,1
3254,apart nordea also ergo compete position among top three pension fund provider estonia,0
3255,year color orange become synonymous quality,0
3257,estimation indicate even different tablet computer read device available,0
3258,tesla recall model x unit relate faulty latch third row seat fall level recall share tsla,-1
3259,johnson matthey revs clean air drive,1
3260,music provide major international regional label include universal music group sony music entertainment warner music emi music rotana mazzika melody music platinum record lead content aggregator orchard well thousand independent label,0
3261,approximately dwt vessel order india,0
3263,honkarakenne customer project one big real estate company kazakhstan accord company,0
3264,dividend come top eur share k share already pay last year account,0
3265,adp news feb finnish computer service company proha oyj hel v say today net loss narrow eur usd eur million,1
3266,update sabmiller nd quarter underlie sale rise forex impact margin,0
3267,finnish raute precision win large glass batch plant mortar plant order mexico us,1
3268,net profit eur million company pay dividend eur apiece,0
3269,category mark maturity recession,0
3270,go long cog see I think,1
3273,estonia agriculture minister helir valdor seeder finland two day visit course meet finnish counterpart sirkka liisa anttila,0
3274,change build model design communicate subcontractor accommodate steel grc fabrication process,0
3275,company also seek possibility relocate luumaki personnel people upm mill,0
3276,company say start investigate streamline operation order meet tightening competition mobile phone charger market,1
3277,finnish hold company panostaja oyj say june sign letter intent acquire local lahden lampokasittely oy heatmaster oy active heat treatment metal total mln euro mln,0
3278,companiesdiageo stay neutral india boardroom turmoil,0
3279,ge sell majority stake bank bph core bank alior bank,1
3280,company part teleste video broadband solution business area,0
3281,tampere science park finnish company lease build office property specialise facility technology orient business,0
3282,net sale surge eur teleste say eur sale come acquisition make,1
3284,subsidiary responsible filter sale local assembly filter market service china,0
3285,finnish consumer prefer buy cheap beer brand,0
3286,maximum employee work karttakeskus responsible produce geographic information service affect company add,0
3287,happy work rapala encourage boater angler introduce newcomer sport say rbff president ceo frank peterson,1
3288,government exempt certain stainless steel product anti dump duty finland base outokumpu today say look enter supply pact indian railway soon,0
3289,ssy test low rise steadily hit trading day ago sept,1
3291,implementation important operator since launch fix mobile convergence service brazil see brazil may,0
3293,net sale however increase,1
3294,one headboxe equip modern consistency control system ensure cross machine profile plasterboard company say statement receive lesprom network,0
3295,transaction real metsa botnia upm,0
3297,market expect poor performance company stock percent x ac early afternoon trading helsinki,1
3298,citigroup inc nyse c deutsche bank nyse db pohjola bank lead manager sale,0
3299,comparable operate profit total eur mn eur mn,1
3301,follow issue number share swedish company grow,0
3302,market share percent accord ac nielsen datum,0
3303,naturalgas settle year low dbo bno,-1
3304,company net profit amount ee mn,1
3305,financial detail disclose,0
3306,profit per share eur eur,1
3307,aldata solution oyj bertrand sciard president ceo information aldata solution oyj bertrand sciard president ceo tel aldata retail wholesale aldata business dedicate retail wholesale business improvement,0
3308,joint venture invest eur production technology straight away,0
3309,juhani j rvi corporate executive vice president kesko say russian food retail sector fragment,0
3310,nordea pankki suomi oyj ownership stonesoft corporation decrease,0
3311,valeant name interim leader ceo remains hospitalize,0
3313,ebit margin,1
3314,etteplan report turnover eur,0
3315,accord atria president ceo matti tikkakoski company swedish operation significantly improve first quarter,1
3317,yhoo breakout would constitute technical entry short term trader,1
3318,company hope new plant would stream end,0
3319,additional amount cap eur payable cash upon achievement certain financial performance target,0
3320,previously company guide ebit sale growth pct pct respectively year,1
3322,february finnish broadband data communication system provider teleste oyj hel tlt v say yesterday net profit rocket eur eur lift dividend proposal,1
3323,hsbc hit fresh detail tax evasion claim,-1
3324,ibio premarket ready lift,1
3325,dnb nord norway likely nordic buyer citadele nordea would good strategic fit accord document publish pietiek,0
3326,stakeholder comptel involve workshop meeting file comment issue great importance competitive sector industry,0
3327,fb I guess want look sell order,-1
3328,ahlstrom corporation stock exchange announcement ahlstrom corporation publish first quarter financial result friday april approximately finnish time,0
3329,company plant russia continue make tyre near market plant nokia finland manufacture tyre market,0
3330,responsible operation customer relationship development,0
3331,qcor add share,1
3332,basware invoice processing basware contract match basware order matching basware kpi reporting tool part basware enterprise purchase pay product suite,0
3333,contract include software licence application maintenance training,0
3335,device would launch chinese market late company say,0
3336,net sale power plant business eur million,0
3337,national sponsor big read include national endowment art cooperation institute museum library service art midwest,0
3338,amzn new hod conviction keep watch resistance,1
3339,big challenge make piece look raw hansen say,0
3340,typical end use include roof structure flooring wall ceiling non visible structure vehicle packaging box construction site structure fencing shelter formwork limited number concrete pouring,0
3341,plan facility estimate cost around million would large biodiesel plant world use palm oil certify roundtable sustainable palm oil rspo,1
3342,past year factory produce many nokia popular model include nokia nokia well nokia late music device nokia express music,0
3343,stx finland oy sign preliminary agreement building environmentally friendly new generation cruise ferry vike line manage turku finland stockholm sweden withviking line abp,1
3344,rebuild design improve machine performance product quality,1
3346,goodwill intangible asset account mln euro mln purchase price pct payable aspo share,0
3347,center offer comprehensive range device design service span electronic mechanic software design full range test laboratory service,0
3348,order part long term development plan latvijas finieris,0
3349,goodwin face scottish prosecution rb,1
3351,mformation provide enhanced management application enable configuration control throughout lifecycle,0
3352,teliasonera tlsn say offer line strategy increase ownership core business holding would strengthen eesti telekom offering customer,1
3353,report profile company include many key niche player worldwide black decker corporation fiskar corporation fiskar brands inc husqvarna outdoor products inc k group ryobi technologies inc scotts miracle gro company van group inc,0
3354,decision sale issue exist treasury share ya global make yet,0
3356,fourth quarter see rapala swing back pretax profit mln eur year early loss mln back pct uplift sale mln eur strong performance north america,1
3357,huge issue button placement,0
3358,hammerson jv partner secure ownership ireland dundrum quick fact,1
3359,split number k share number share,0
3360,notable gainer among liquid option name morning include stx nem wdc x gme,1
3361,lock fb put nice gain,-1
3363,equipment make vaahto plant hollola finland delivery schedule first quarter,0
3364,accord gallup food farm fact beef consumption total mn kilos finland,0
3365,profit taxis eur million,0
3366,passenger volume rise accounting period,1
3367,board machine wire width design speed min produce close tonne fold boxboard per day,0
3369,take cue playbook east dillon lion create special team heavy hit style player boot cut jeans tummy top course cowboy boot,0
3370,fb start show relative strength sign potential b daily,1
3371,april olvi range cider expand strawberry rhubarb apple pear cider green bottle new shape,0
3372,jensen njastein mike critch head dovre north america business unit report toivola,0
3373,miner meltdown bhp rio tinto sink commodity rout,-1
3374,appeal concern project lodge czech ministry environment,0
3375,energy still fail close continue stand weak xle,-1
3377,aapl test high today probably go beyond hour,1
3378,stock rise third day tuesday bring three day rise gbx,1
3379,sbux downgrade neutral deutsche bank price target reduce,-1
3380,kgc oversell fall wedge positive divergence place launch pad look bounce,1
3381,finnish publisher alma medium hel aln v say wednesday decide far extend eur usd apiece mandatory tender offer medium group talentum hel ttm v start august november,0
3382,tyrv inen opinion airline repeat time already however,0
3383,rost ross store upgrade outperform rbc capital market,1
3384,ab inbev approach sabmiller explore bn tie,1
3386,customer include local company slo oy kiilto oy toptronic oy normark suomi oy pellonpaja oy mansner oy,0
3387,number customer one important parameter determine price electricity network,0
3388,rig ever push crazy get ready suspend dividend turn growth stock blow earning major buyback lol,0
3389,hal bull lucky enuff get upside gap fill well take chase,0
3391,moderate significant change result significant reduction estimate cvd risk,1
3393,f secure online backup automatically protect content store computer smartphone make copy content online location,0
3395,long standing partnership commitment enable party develop respective operation esl shipping also opportunity update fleet improve efficiency,1
3396,nokia buy chicago base navteq acquire map database compete google map well navigation device company tomtom nv garmin ltd,1
3397,finnline six ship construction china delivery schedule first quarter final quarter,0
3398,elektrobit eb renew infrastructure contract ict service provider fujitsu service eb patja service,1
3399,core solidium investment strategy proper value enhance asset management current holding,1
3400,finnish steel maker rautaruukki oyj hel rk ruukki say today net loss contract eur million usd first nine month eur million period year ago,1
3401,commission say hydrogen peroxide pbs market worth million euro,0
3402,update easyjet passenger number aer lingus traffic february,1
3404,facade riga march finnish construction company yit oyj hel yty v say today build frame facade tower construction project riga,0
3405,bunzl lift dividend acquisition continue boost profit,1
3406,operate profit surge eur eur,1
3407,nordea chairman board hans dalborg inform nomination committee election annual general meeting,0
3409,astx daily technical indicator bullish breakout watch,1
3410,contract allot per low price criterion,0
3412,sale expect increase end year however,1
3415,group turnover full fiscal year expect show slight increase previous fiscal year,1
3417,finnish cargotec kalmar receive significant order us department defense,1
3419,brcm raise revenue forecast,1
3420,spokesperson tell wwd expect mix clothing home decor,0
3421,nokia call innovator africa competition specifically launch enable developer create locally relevant good breed mobile application,1
3422,net sale surge eur million,1
3423,authorisation force end next annual general meeting repeal authorisation acquire share give general meeting hold april,0
3424,poyry contract include engineering management civil detail engineering service time scheduling procurement service,0
3425,value order eur,0
3426,company operate business two reportable segment include banking investment service non life insurance,0
3427,order include new crecent former headbox reel,0
3428,combined value plan investment eur mn,0
3429,follow information release comptel tomorrow chairman federal communication commission schedule deliver national broadband plan congress,0
3430,operate profit operation finland period review total eur mn remain level,0
3431,real corporation press release november real corporation second good company material sector include e g forest industry company carbon disclosure leadership index cdli nordic report,1
3432,ingen establish medical device manufacturer emerge new medical product line respiratory market worth estimate billion u billion globally,0
3435,alfa group vote stock new company telenor free float,0
3436,kingfisher share price slide cost implement new strategy,-1
3438,time investment fully lease several tenant,0
3439,company state finland european aeronautic defense space company ead n v tekla international software company provide solution building construction energy distribution municipality,0
3440,csx another strong rail today break intraday resistance,1
3441,data processing unit collect datum calculate rvr value provide datum user via various interface,0
3442,addition russia seek additional growth ukraine,1
3443,aim increase sale least one fifth,1
3444,rohwedder group automotive supply telecommunication electronic industry provider customer europe north america asia,0
3445,accord hk ruokatalo almost meat use company come finland,0
3448,acquisition price disclose,0
3450,acquisition part ramirent central eastern european growth strategy,0
3453,company intend launch housing development acquire land plot construct square metre housing per annum,0
3454,seppala transfer sale great extent last year february reflect january sale figure,0
3455,ab inbev offer sabmiller deadline loom,1
3458,condition deal savcor alfa buy photonium akseli lahtinen inc business operation prior deal,0
3459,spy hang bull hat yet next week pop high qe hope back fed day meeting,1
3461,share shall repurchase public trading reason share repurchase otherwise proportion holding shareholder,0
3463,transaction double tecnomens workforse add fourth net sale,1
3464,warmly welcome satama states jussi lansio chairman board,1
3465,web marela application handle invitation quote quote comparison agreement purchase invoice inspection inventory management delivery,0
3466,cargotec brand hiab kalmar macgregor global market leader field solution use land sea wherever cargo move,0
3467,l nnen tehtaat food division reorganise two strategic business unit apetit frozen food jam apetit fish,0
3468,twtr sad thing move takeover rumor sell next day,-1
3469,well know brand include fitness equipment maker precor u base ball sport equipment maker wilson,0
3470,z bavelloni long standing md dino bavelloni retire end,0
3471,seller eoss innovationsmanagement group private individual,0
3472,net sale go year year eur million affect business acquisition realize previous financial period effect eur million review period,1
3475,elcoteq expect net sale last quarter level third quarter,0
3477,mill concentrate get supercalendered line run satisfactorily restart old newsprint line,0
3478,aktia forecast finland inflation,0
3479,kone list nordic exchange helsinki,0
3480,finnish fibre base material maker ahlstrom corp hel ahl v say today decide close spunlace composite production line number chirnside plant uk end march,0
3481,subject matter invention furthermore use cyclone separate partly molten particle,0
3482,rautaruukki say construction group yit award mln eur contract supply steel structure new bridge span kemijoki river northern finland,1
3483,long tsla short mbly,1
3484,also technopoli plan build million euro technology park special economic zone neudorf st petersburg st petersburg government say february,0
3486,castecka say town hall would hold talk investor interested zone,0
3487,technology become available business fourth quarter nokia say,0
3488,london open taylor wimpey ashtead drive market high barclay fall,1
3489,bullish engulfing coca cola ko,1
3490,study design enable formal statistical evaluation therapeutic activity company say,0
3491,upon completion transaction metso stake amount,0
3492,mika stahlberg vp f secure labs say excited proud f secure recognize av comparative product year,1
3493,madison wis feb prnewswire fiskar announce united states patent trademark office grant trademark registration color orange iconic scissor handle,1
3494,company exist investment plan coordinate,0
3495,component tesla announce recall model x suvs tsla,-1
3496,finnish messaging solution developer tecnoman corporation omx helsinki tem v say thursday december receive expansion order convergent charge solution latin america,1
3497,operate profit improve eur mn eur mn,1
3499,party therefore agree leave avena deal,0
3500,company also supply mw power generating equipment number project papua new guinea include engine wartsila type lihir gold,0
3501,addition fireplace export demand lining stone exceed level early part year continue clearly brisker remainder year,1
3502,company thetrainline com announce arrival london ipo,1
3503,flurry analytic spokesperson say measure window phone datum week firm double check datum make sure per cent rise aberration,0
3504,pharmaceuticals italy brand new market analysis give clear overview actual situation future outlook pharmaceutical market italy,0
3506,growth strong f secure operator isp mobile operator cable operator business,1
3507,talvik say relocation application program server continue hp server approve hp supply tailor make solution elisa,0
3508,gunneflo responsible oriola kd pharmaceutical trade business sweden,0
3510,last week finnish metal technology group announce plan sell percent technology unit company strategic goal become world large stainless steel maker,1
3511,second quarter group net profit rise eur million eur million april june,1
3512,travel expense would reimburse accordance travel policy company,0
3513,pretax profit total eur mn compare loss eur mn corresponding period,1
3515,supreme court uphold million jury award exxonmobil,-1
3516,price kesko share mln euro mln recognize gain mln euro mln disposal include result second quarter,1
3517,purchase sum eur mn us mn,0
3518,purpose action ensure company cost effectiveness year near future,1
3520,long pcln,1
3521,company expect net sale whole eur mn mn,0
3522,apple inc rip roaring rally begin aapl investorplace aapl,1
3523,purchase mp snapper nothing else,0
3524,upon completion deal panostaja establish new business area within group focus heat treatment metal,0
3525,diageo sell ryder cup venue gleneagle hotel ennismore group,1
3526,master business administration mba,0
3527,correleation dollar index spy simply amazing dx find support spy retreat like clockwork,-1
3528,profit taxis total eur mn,0
3531,whitbread buy stake pure food chain,1
3532,separate side business able fast expand develop tapro retail network,1
3533,sudden optimism iphone sale I e bad expect give apple aapl lift,1
3540,arto ryymin bear replace juhani kaisanlahti work act evp healthcare welfare since august,0
3541,txrh report q eps versus estimate beating eps quarter last year,1
3542,aapl mcdonald big grow success year bigmac apple update improbe iphone ipad,1
3543,acquisition considerably increase kemira sale market position russian metal industry coating market,1
3544,remote radio head module available w power ghz ghz tdd frequency band,0
3545,finnish forest machinery manufacturer ponsse net sale grow eur mn first quarter eur mn corresponding period,1
3546,lowering price competitor show real estate market stabilise return balance apartment acquire fair price eye client,1
3547,satama net profit third quarter rise euro euro period,1
3548,natural source isoprene tree specie hevea brasiliensis also know rubber tree,0
3549,accord finnair technical service measure due employment situation,0
3550,would huge process,0
3551,gpro since tue morning,-1
3552,london afx share rautaruukki corp upgrade hold sell abn amro price target raise eur say dealer,1
3554,costanza light aluminum base washable shade come white pistachio orange blue red,0
3555,solution instal usa support north american operation customer,0
3556,lsc employee move ixono exist status benefit,0
3557,raffles equities ltd become substantial holder archer exploration ltd january million share pc,0
3559,baird upgrade tesla motor tsla outperform,1
3560,raute say win order worth around mln eur supply several plywood production line mill operate russian wood product company sveza group,1
3561,metso oyj say sell spreader roll manufacturing business related asset town nokia southern finland group finnish investor operate business name finbow oy,0
3562,combined value order eur mn,0
3563,tekla group net sale approximately million euro operate result million euro,0
3564,kai tulonen chief technology officer sysopen digia say use corporate phonebook inside sysopen digia extensively since last fall satisfied result,1
3565,enclose affecto call extraordinary general meeting hold july th main agenda approve authorization board propose share issue relate component software acquisition elect haakon skaarer affecto board,0
3567,july market cap segment update accord average price may,0
